,store_name,branch,area,tel,address,latitude,longitude,category,review_cnt,big_cate,mean_score,store,lifestyle,ratio,map_lifestyle,detail_lifestyle
46,메이크어케이크,,경기성남시분당구,031-708-7040,경기도 성남시 분당구 삼평동 740,37.397729,127.113431,케이크|카페,1,카페,4,142501,커피 한잔의 낭만파,0.864300013,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
47,예쁜고래,,울산동구,070-4126-6058,울산광역시 동구 일산동 975-5,35.491829,129.431351,눈꽃빙수|카페,1,카페,4,285156,커피 한잔의 낭만파,0.864300013,빙수는 언제나 맛있지!,언제먹어도 맛있는 빙수맛집~
48,살롱 드 라방,,제주제주시,070-7797-3708,제주특별자치도 제주시 애월읍 하가리 1415,33.457871,126.349006,팬케이크|카페,4,카페,4.75,208287,커피 한잔의 낭만파,0.864300013,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
49,이미,,서울마포구,02-6368-5228,서울시 마포구 동교동 201-10,37.557438,126.9219,오렌지빙수|카페,12,카페,3.916666667,325670,커피 한잔의 낭만파,0.864300013,빙수는 언제나 맛있지!,언제먹어도 맛있는 빙수맛집~
50,러브올낫,,경남통영시,010-8515-4242,경상남도 통영시 용남면 화삼리 1,34.860354,128.450795,카페|스콘,5,카페,4.6,120367,커피 한잔의 낭만파,0.864300013,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
51,랑데자뷰,,서울강남구,02-552-0204,서울특별시 강남구 역삼동 618-18 1층,37.502691,127.027934,카페|타르트,8,카페,3.625,120028,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
52,썸띵어바웃어스,,대전중구,070-7721-6750,대전광역시 중구 대흥동 437-6,36.324264,127.426527,좌식카페|카페,2,카페,4,257447,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
53,대흥동커피,,대전중구,010-3495-1423,대전광역시 중구 대흥동 223-1,36.326476,127.425415,카페,1,카페,4,88596,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
54,오르막카페,,부산사상구,051-313-3117,부산광역시 사상구 주례동 411-16,35.151015,129.00554,카페,1,카페,5,291014,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
55,안다즈커피,,서울광진구,,서울특별시 광진구 구의동 75-26,37.550274,127.089638,커피|카페,5,카페,4,264476,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
57,바닐라가든,,대전유성구,,대전광역시 유성구 궁동 418-3,36.361317,127.348125,타르트|카페,1,카페,4,163457,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
58,백금당,,경기파주시,,경기도 파주시 와동동 1638-2,37.7366,126.752,수플레|카페,8,카페,3.875,172413,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,맛있는 디저트로 완벽하게 마무리 가즈아~
59,멜로워,,서울성동구,02-499-1112,서울특별시 성동구 성수동2가 333-94,37.542514,127.053273,베이커리카페|카페,7,카페,4.285714286,143809,커피 한잔의 낭만파,0.841700017,빵투어 한번 갈까요?,빵투어 한번 갈까요?
60,맨션5,,대구중구,053-421-1225,대구광역시 중구 종로2가 5,35.869344,128.592113,한옥카페|브런치카페,9,카페,3.777777778,140316,커피 한잔의 낭만파,0.841700017,브런치는 여기서~,한옥 감성 느끼고 싶다면 여기로!
61,르사이트,,서울강남구,,서울특별시 강남구 신사동 536-1,37.5189,127.023,크로와상|카페,1,카페,4,124773,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,맛있는 디저트로 완벽하게 마무리 가즈아~
62,블루플래닛,,전북전주시완산구,010-9813-5114,전라북도 전주시 완산구 평화동2가 917-1 1층,35.782468,127.1349,카페|베이커리,1,카페,3,196110,커피 한잔의 낭만파,0.841700017,빵투어 한번 갈까요?,빵투어 한번 갈까요?
63,시간의 공기,,서울마포구,070-4402-3816,서울특별시 마포구 합정동 354-3,37.547739,126.918859,티라미수|카페,3,카페,4.666666667,245505,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
64,단궁,,경기양주시,031-871-3700,경기도 양주시 백석읍 기산리 182-6,37.776127,126.959091,한옥카페|카페,1,카페,4,77421,커피 한잔의 낭만파,0.841700017,한옥 갬성 카페,한옥 감성 느끼고 싶다면 여기로!
65,는커피,,서울중구,02-2246-1212,서울특별시 중구 신당동 288-17,37.560718,127.015139,카페|디저트,1,카페,5,72589,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
66,루프트,,서울중구,02-2267-2233,서울특별시 중구 충무로2가 50-10,37.562039,126.989146,커피|카페,1,카페,4,124274,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
67,가배두림,가산디지털점,서울금천구,02-855-1139,서울특별시 금천구 가산동 345-13,37.47319,126.884285,카페,1,카페,3,13335,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
68,마리스,,충남천안시동남구,070-4045-5220,충청남도 천안시 동남구 안서동 492-2,36.83442,127.172896,루프탑|카페,6,카페,3.833333333,127946,커피 한잔의 낭만파,0.841700017,분위기 좋은 루프탑 카페,분위기 좋은 루프탑 카페를 찾는다면 여기지~
69,odod,,부산남구,010-9600-0721,부산광역시 남구 대연동 501-6,35.134395,129.100729,앙버터|카페,1,카페,4,9977,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
70,비플로우,,경기부천시,070-8814-7637,경기도 부천시 중동 1123-4,37.495453,126.776357,cafe,3,카페,3.666666667,198396,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
71,어텀라이프,,경기용인시기흥구,031-213-3374,경기도 용인시 기흥구 영덕동 997-8,37.273475,127.071127,카페,1,카페,4,273889,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
72,사월의물고기,,서울마포구,010-5385-3117,서울특별시 마포구 성산동 625-8,37.561507,126.918026,까눌레|카페,1,카페,5,204663,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
73,보일링팟,,서울용산구,070-7799-6985,서울특별시 용산구 한강로2가 148-1,37.530056,126.971101,아인슈페너|카페,1,카페,4,181124,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
74,연운당,,부산부산진구,051-804-2026,부산광역시 부산진구 전포동 687-12,35.155144,129.064484,토마토빙수|빙수,1,카페,3,281163,커피 한잔의 낭만파,0.841700017,빙수는 언제나 맛있지!,언제먹어도 맛있는 빙수맛집~
75,에이치,,강원원주시,033-747-8087,강원도 원주시 중앙동 12-2,37.3517,127.947767,카페,1,카페,3,277336,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
76,정지영 커피 로스터즈,,경기수원시영통구,010-3668-7348,경기도 수원시 영통구 망포동 322-3,37.245122,127.055998,코코넛커피|카페,0,카페,4.428571429,348622,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,분위기 좋은 루프탑 카페를 찾는다면 여기지~
77,게네랄파우제,,부산중구,051-463-3927,부산광역시 중구 영주동 287-5,35.1103,129.033,갤러리카페|카페,1,카페,3,22754,커피 한잔의 낭만파,0.841700017,갤러리 카페는 어때요?,평소와 다르게 색다른 카페는 어때?!
78,엇모스트,,경기수원시영통구,070-7570-0816,경기도 수원시 영통구 이의동 1322-5,37.292716,127.050131,카페|스콘,2,카페,3,275873,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
79,에스트로,,서울도봉구,02-990-0272,서울특별시 도봉구 창동 262-6,37.654303,127.044493,카페,1,카페,5,277056,커피 한잔의 낭만파,0.841700017,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
80,설빙,,서울용산구,02-715-9888,서울특별시 용산구 청파동2가 71-88,37.54585,126.96804,생딸기|빙수,1,카페,4,222067,커피 한잔의 낭만파,0.841700017,빙수는 언제나 맛있지!,언제먹어도 맛있는 빙수맛집~
81,밀도,광교점,경기수원시영통구,031-306-5051,"경기도 수원시 영통구 원천동 593 141,142,143호",37.274878,127.061083,식빵|베이커리,5,카페,3.8,162432,커피 한잔의 낭만파,0.841700017,빵투어 한번 갈까요?,빵투어 한번 갈까요?
82,데미타스,,경기고양시일산동구,031-931-5733,경기도 고양시 일산동구 장항동 867,37.655896,126.771989,와플|카페,2,카페,4.5,93643,커피 한잔의 낭만파,0.841700017,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
83,두두당,,대전대덕구,,대전광역시 대덕구 용호동 53,36.448272,127.45073,한옥카페,1,카페,3,107557,커피 한잔의 낭만파,0.841700017,한옥 갬성 카페,한옥 감성 느끼고 싶다면 여기로!
84,성북동 연우재,,서울성북구,010-6315-1790,서울특별시 성북구 성북동1가 61,37.5894,127.004,갤러리카페|카페,3,카페,5,223188,커피 한잔의 낭만파,0.834699988,갤러리 카페는 어때요?,평소와 다르게 색다른 카페는 어때?!
85,스노브,,서울마포구,02-325-5770,서울시 마포구 상수동 86-53,37.54976,126.92287,타르트|카페,7,카페,3.857142857,240615,커피 한잔의 낭만파,0.825500011,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
86,어 로프 슬라이스 피스,,경기용인시처인구,031-339-1488,경기도 용인시 처인구 유방동 755,37.2628,127.191,베이커리카페|카페,12,카페,3.833333333,271664,커피 한잔의 낭만파,0.822700024,빵투어 한번 갈까요?,빵투어 한번 갈까요?
87,모이커피클래식,,경기수원시팔달구,031-258-3880,경기도 수원시 팔달구 우만동 499-12,37.287011,127.033285,수플레|카페,5,카페,4,149854,커피 한잔의 낭만파,0.817799985,분위기 좋은 카페 여기있지~,맛있는 디저트로 완벽하게 마무리 가즈아~
88,어니스트팬케이크,,서울마포구,070-8802-3330,서울특별시 마포구 연남동 390-64,37.562375,126.924914,팬케이크|팬케이크전문,3,카페,4.333333333,271929,커피 한잔의 낭만파,0.813499987,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
89,모노블,,경북칠곡군,070-8680-1662,경상북도 칠곡군 석적읍 성곡리 506,36.072072,128.430324,베이커리카페|카페,4,카페,4,148330,커피 한잔의 낭만파,0.81309998,빵투어 한번 갈까요?,빵투어 한번 갈까요?
91,낭만만옥,,경기수원시팔달구,070-7797-3385,경기도 수원시 팔달구 신풍동 139-4,37.2843,127.014,한옥카페|카페,2,카페,4.5,65436,커피 한잔의 낭만파,0.810000002,한옥 갬성 카페,한옥 감성 느끼고 싶다면 여기로!
92,아벨커피,,경기남양주시,031-576-7201,경기도 남양주시 와부읍 팔당리 246-5,37.54561,127.245061,브런치카페|카페,1,카페,4,261122,커피 한잔의 낭만파,0.810000002,브런치는 여기서~,오늘은 브런치 어때?
93,더 로그,,제주제주시,010-4879-8932,제주특별자치도 제주시 아라1동 362-80,33.450233,126.559129,카페,1,카페,4,88789,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
95,설빙,,경기구리시,031-567-1150,경기도 구리시 수택동 383-12,37.600113,127.139501,인절미빙수|빙수,7,카페,3.714285714,222096,커피 한잔의 낭만파,0.810000002,빙수는 언제나 맛있지!,언제먹어도 맛있는 빙수맛집~
96,어니언,,서울성동구,070-7816-2710,서울특별시 성동구 성수동2가 277-135,37.544717,127.058299,베이커리카페|카페,32,카페,3.875,271933,커피 한잔의 낭만파,0.810000002,빵투어 한번 갈까요?,빵투어 한번 갈까요?
97,오하이오,,대구중구,053-292-3456,대구광역시 중구 공평동 89-1,35.870383,128.599637,cafe|말차,1,카페,4,296024,커피 한잔의 낭만파,0.810000002,말차 맛집은 여기라구!,"분위기 좋은 카페, 여기있지~"
98,대림창고,,서울성동구,02-499-9669,서울특별시 성동구 성수2가 322-32,37.541973,127.056404,갤러리카페|카페,29,카페,3.517241379,83787,커피 한잔의 낭만파,0.810000002,갤러리 카페는 어때요?,평소와 다르게 색다른 카페는 어때?!
99,빈차,,경기구리시,031-563-0003,경기도 구리시 토평동 972-1,37.590729,127.145454,칵테일|카페,1,카페,4,198997,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
100,1997영국집,,경남창원시의창구,055-286-1997,경상남도 창원시 의창구 용호동 53-5,35.237897,128.682017,베이커리카페|카페,3,카페,3.666666667,818,커피 한잔의 낭만파,0.810000002,빵투어 한번 갈까요?,빵투어 한번 갈까요?
101,모토커피,,부산수영구,051-753-7536,부산광역시 수영구 망미동 420-2,35.172948,129.108961,티라미수|카페,2,카페,3,150082,커피 한잔의 낭만파,0.810000002,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
102,숲속의 섬,,경기고양시일산동구,031-902-3303,경기도 고양시 일산동구 풍동 1121,37.668713,126.79052,전통찻집|카페,1,카페,4,239505,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
103,머스트컴,,서울성동구,010-4045-1138,서울특별시 성동구 성수동1가 656-1229,37.546,127.046,카페|주스,2,카페,3.5,140834,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
104,블랙공단,,경북경주시,054-773-1104,경상북도 경주시 외동읍 구어리 1411-35,35.698031,129.302119,커피|카페,1,카페,4,195380,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
105,블라인드멜론,,대구북구,010-5058-9071,대구광역시 북구 복현동 597-22,35.892253,128.615094,카페,3,카페,4.333333333,195288,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
106,10페이지,한양대1호점,서울성동구,02-2282-7063,서울 성동구 행당동 4-17,37.559809,127.039676,카페|커피,3,카페,3.666666667,239,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
107,이음컴퍼니,,대구달성군,053-585-0892,대구광역시 달성군 다사읍 죽곡리 809-2,35.857006,128.46477,카페|케이크,1,카페,3,327737,커피 한잔의 낭만파,0.810000002,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
108,미술관옆집,,서울중구,070-4400-0434,서울특별시 종로구 통의동 35-37,37.577225,126.973448,카페|커피,13,카페,4,158515,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
109,고래상점,,서울마포구,02-335-4646,서울특별시 마포구 서교동 401-7,37.548594,126.91916,티라미수|카페,3,카페,4,27027,커피 한잔의 낭만파,0.810000002,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
110,올모스트홈 카페,아트선재센터점,서울중구,02-734-2626,서울특별시 종로구 소격동 144-2,37.579422,126.981841,쑥차라떼|한옥카페,4,카페,3.25,298338,커피 한잔의 낭만파,0.810000002,한옥 갬성 카페,한옥 감성 느끼고 싶다면 여기로!
111,바르바커피,구봉도점,경기안산시단원구,032-888-6627,경기도 안산시 단원구 대부북동 1871-12,37.276803,126.549843,커피|카페,1,카페,4,165225,커피 한잔의 낭만파,0.810000002,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
112,인아웃,,대전서구,010-8221-9101,대전광역시 서구 가수원동 1268,36.3076,127.353,스콘|카페,3,카페,4.666666667,330896,커피 한잔의 낭만파,0.810000002,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
113,동숭동커피,,서울중구,02-762-7890,서울특별시 종로구 동숭동 130-63,37.581171,127.004726,핸드드립커피|카페,7,카페,3.857142857,103888,커피 한잔의 낭만파,0.810000002,핸드메이드 커피파는 곳,핸드드롭 커피로 풍미 up~
114,uu coffee,,서울성동구,02-2298-9688,서울특별시 성동구 행당동 1-79,37.5617,127.041,카페|마들렌,4,카페,4.25,11268,커피 한잔의 낭만파,0.810000002,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
